Gene,Drug,Interaction Score,Interaction Type
GABRA2,METHOHEXITAL SODIUM,0.03546453706446027,positive modulator (ACTIVATING)
GABRA2,ISOFLURANE,0.01830427719456014,positive modulator (ACTIVATING)
GABRA2,LOREDIPLON,0.03546453706446027,positive modulator (ACTIVATING)
GABRA2,CLORAZEPATE,0.05674325930313644,Unknown
GABRA2,CHLORMETHIAZOLE,0.02837162965156822,positive modulator (ACTIVATING)
GABRA2,MIDAZOLAM HYDROCHLORIDE,0.04728604941928037,positive modulator (ACTIVATING)
GABRA2,BREXANOLONE,0.0270205996681602,positive modulator (ACTIVATING)
GABRA2,HALAZEPAM,0.08511488895470466,positive modulator (ACTIVATING)
GABRA2,GLUTETHIMIDE,0.03337838782537437,positive modulator (ACTIVATING)
GABRA2,ZURANOLONE,0.03546453706446027,positive modulator (ACTIVATING)
GABRA2,AZD6280,0.2837162965156822,positive modulator (ACTIVATING)
GABRA2,BROMAZEPAM,0.08106179900448063,positive modulator (ACTIVATING)
GABRA2,CLOTIAZEPAM,0.08511488895470466,positive modulator (ACTIVATING)
GABRA2,ZOLPIDEM TARTRATE,0.0872973220048253,Unknown
GABRA2,TRIAZOLAM,0.0515847811846695,positive modulator (ACTIVATING)
GABRA2,NORCLOBAZAM,0.2837162965156822,Unknown
GABRA2,AZD7325,0.1134865186062728,positive modulator (ACTIVATING)
GABRA2,RESEQUINIL,0.03546453706446027,inverse agonist (INHIBITORY)
GABRA2,GABOXADOL,0.049341964611423,agonist (ACTIVATING)
GABRA2,METHAQUALONE,0.03546453706446027,positive modulator (ACTIVATING)
GABRA2,THIAMYLAL SODIUM,0.03337838782537437,positive modulator (ACTIVATING)
GABRA2,BUTALBITAL,0.08511488895470466,positive modulator (ACTIVATING)
GABRA2,ESTAZOLAM,0.0740129469171345,positive modulator (ACTIVATING)
AAK1,BMS-911172,8.700633093147589,inhibitor (INHIBITORY)
AAK1,PILAVAPADIN,17.40126618629517,inhibitor (INHIBITORY)
AAK1,BARICITINIB,0.790966644831599,inhibitor (INHIBITORY)
AAK1,COMPOUND 6 [PMID: 34333981],1.740126618629517,inhibitor (INHIBITORY)
AAK1,COMPOUND 21B [PMID: 31136173],8.700633093147589,inhibitor (INHIBITORY)
AAK1,COMPOUND 13 [PMID: 34333981],2.175158273286897,inhibitor (INHIBITORY)
MAPK1,NAFTOPIDIL,0.04971790338941479,Unknown
MAPK1,INDIRUBIN-3'-MONOXIME,0.01570039054402572,Unknown
MAPK1,U-0126,0.02983074203364887,Unknown
MAPK1,LITHOCHOLIC ACID,0.02294672464126837,Unknown
MAPK1,LEVODOPA,0.01657263446313826,Unknown
MAPK1,SB203580,0.01028646277022374,Unknown
MAPK1,RELCOVAPTAN,0.03314526892627652,Unknown
MAPK1,SB220025,0.009622820010854476,Unknown
MAPK1,CHEMBL:CHEMBL222556,0.02711885639422625,Unknown
MAPK1,CHEMBL:CHEMBL1814509,0.04261534576235554,Unknown
MAPK1,TYRPHOSTIN AG 835,0.02711885639422625,Unknown
MAPK1,CHEMBL:CHEMBL580183,0.05966148406729775,Unknown
MAPK1,CHEMBL:CHEMBL429095,0.005966148406729775,Unknown
MAPK1,REFAMETINIB,0.02711885639422625,Unknown
MAPK1,RAVOXERTINIB,0.1491537101682443,inhibitor (INHIBITORY)
MAPK1,DAPH,0.02983074203364887,Unknown
MAPK1,WEDELOLACTONE,0.0542377127884525,Unknown
MAPK1,GF109203X,0.03728842754206109,Unknown
MAPK1,PHENYLMERCURIC ACETATE,0.01491537101682443,Unknown
MAPK1,URSODIOL,0.03728842754206109,Unknown
MAPK1,CHEMBL:CHEMBL484662,0.09943580677882959,Unknown
MAPK1,COMBRETASTATIN A4,0.03314526892627652,Unknown
MAPK1,CHEMBL:CHEMBL1224755,0.02711885639422625,Unknown
MAPK1,CALCIMYCIN,0.01570039054402572,Unknown
MAPK1,CHEMBL:CHEMBL578741,0.01420511525411851,Unknown
MAPK1,LADUVIGLUSIB,0.01988716135576591,Unknown
MAPK1,GLYBURIDE,0.02057292554044749,Unknown
MAPK1,CHEMBL:CHEMBL532849,0.07457685508412219,Unknown
MAPK1,SANGUINARIUM CHLORIDE,0.03728842754206109,Unknown
MAPK1,FREUND'S ADJUVANT,0.04971790338941479,Unknown
MAPK1,NVP-TAE684,0.002896188546956201,Unknown
MAPK1,CHEMBL:CHEMBL585628,0.04971790338941479,Unknown
MAPK1,DEMETHYLWEDELOLACTONE,0.1193229681345955,Unknown
MAPK1,PURPURIN,0.01420511525411851,Unknown
MAPK1,HUMAN CHORIONIC GONADOTROPIN,0.03140078108805145,Unknown
MAPK1,SPINASAPONIN A METHYL ESTER,0.2983074203364887,Unknown
MAPK1,PD-169316,0.02485895169470739,Unknown
MAPK1,DIPHENHYDRAMINE HYDROCHLORIDE,0.07457685508412219,Unknown
MAPK1,RS-17053,0.03314526892627652,Unknown
MAPK1,CHELERYTHRINE CHLORIDE,0.07457685508412219,Unknown
MAPK1,CI-1040,0.0175474953139111,Unknown
MAPK1,PF-562271,0.002762105743856377,Unknown
MAPK1,CIMIRACEMATE A,0.2983074203364887,Unknown
MAPK1,MADOLIN U,0.1491537101682443,Unknown
MAPK1,2-CHLOROADENOSINE,0.02711885639422625,Unknown
MAPK1,CHEMBL:CHEMBL329785,0.2983074203364887,Unknown
MAPK1,MIBEFRADIL,0.0175474953139111,Unknown
MAPK1,PHOSPHATIDYLINOSITIDE 3-KINASE INHIBITOR,0.1491537101682443,Unknown
MAPK1,MADOLIN T,0.1491537101682443,Unknown
MAPK1,ISOVELLERAL,0.01864421377103054,Unknown
MAPK1,RO31-8220,0.03728842754206109,Unknown
MAPK1,PHENMEDIPHAM,0.07457685508412219,Unknown
MAPK1,CHEMBL:CHEMBL531322,0.04971790338941479,Unknown
MAPK1,DERRUBONE,0.04971790338941479,Unknown
MAPK1,ETHER,0.09943580677882959,Unknown
MAPK1,PLUMBAGIN,0.02294672464126837,Unknown
MAPK1,GOSSYPOL,0.006214737923676849,Unknown
MAPK1,GDNF,0.2983074203364887,Unknown
MAPK1,CHEMBL:CHEMBL428789,0.01988716135576591,Unknown
MAPK1,CHEMBL:CHEMBL2333543,0.1491537101682443,Unknown
MAPK1,CAPTAN,0.02294672464126837,Unknown
MAPK1,URACIL,0.1491537101682443,Unknown
MAPK1,OPHIOBOLIN O,0.09943580677882959,Unknown
MAPK1,ULIXERTINIB,0.05966148406729775,inhibitor (INHIBITORY)
MAPK1,FISETIN,0.02294672464126837,Unknown
MAPK1,GAMBOGIC AMIDE,0.09943580677882959,Unknown
MAPK1,KO-947,0.05966148406729775,inhibitor (INHIBITORY)
MAPK1,ARISTOLACTONE,0.1491537101682443,Unknown
MAPK1,ECONAZOLE NITRATE,0.02130767288117777,Unknown
MAPK1,ASN007,0.1491537101682443,inhibitor (INHIBITORY)
MAPK1,DOXIFLURIDINE,0.1491537101682443,Unknown
MAPK1,PROGESTERONE,0.005056057971804894,Unknown
MAPK1,R-1487,0.03314526892627652,Unknown
MAPK1,CHEMBL:CHEMBL581872,0.04261534576235554,Unknown
MAPK1,SP-600125,0.003351768767825717,Unknown
MAPK1,PHA-767491,0.004519809399037709,Unknown
MAPK1,MADOLIN A,0.1491537101682443,Unknown
MAPK1,CHEMBL:CHEMBL2333548,0.1491537101682443,Unknown
MAPK1,CHEMBL:CHEMBL597035,0.04971790338941479,Unknown
MAPK1,RG-1530,0.003173483195069029,Unknown
MAPK1,CHEMBL:CHEMBL547833,0.03728842754206109,Unknown
MAPK1,BENZALKONIUM CHLORIDE,0.1491537101682443,Unknown
MAPK1,CHLORHEXIDINE HYDROCHLORIDE,0.04971790338941479,Unknown
MAPK1,GW282974X,0.03728842754206109,Unknown
MAPK1,CHEMBL:CHEMBL581574,0.04261534576235554,Unknown
MAPK1,TREQUINSIN HYDROCHLORIDE,0.05966148406729775,Unknown
MAPK1,THIMEROSAL,0.0129698878407169,Unknown
MAPK1,PATULIN,0.03314526892627652,Unknown
MAPK1,PIMOZIDE,0.008773747656955553,Unknown
MAPK1,CHEMBL:CHEMBL2088730,0.2983074203364887,Unknown
MAPK1,ARSENIC TRIOXIDE,0.01147336232063418,Unknown
MAPK1,MEK1/2 INHIBITOR,0.09943580677882959,Unknown
MAPK1,SORAFENIB,0.005187955136286761,Unknown
MAPK1,CHEMBL:CHEMBL1493528,0.03314526892627652,Unknown
MAPK1,BAY 61-3606,0.00727579073991436,Unknown
MAPK1,CLIOQUINOL,0.01657263446313826,Unknown
MAPK1,TRIFLUOPERAZINE,0.009943580677882959,Unknown
MAPK1,BIOCHANIN A,0.02485895169470739,Unknown
MAPK1,CHEMBL:CHEMBL580340,0.04971790338941479,Unknown
MAPK1,DOXORUBICIN HYDROCHLORIDE,0.002015590677949248,Unknown
MAPK1,ZIRAM,0.02294672464126837,Unknown
MAPK1,GAMBOGIC ACID,0.06629053785255305,Unknown
MAPK1,CHLORANIL,0.01988716135576591,Unknown
MAPK1,CHLOROTHALONIL,0.02485895169470739,Unknown
MAPK1,"1,4-BENZOQUINONE",0.1988716135576591,Unknown
MAPK1,REBAMIPIDE,0.1988716135576591,Unknown
MAPK1,QUINALIZARIN,0.01988716135576591,Unknown
MAPK1,NECA,0.03314526892627652,Unknown
MAPK1,PESUDOGINSENOSIDE RP1 METHYL ESTER,0.2983074203364887,Unknown
MAPK1,CHEMBL:CHEMBL126804,0.04971790338941479,Unknown
MAPK1,CANTHARIDIN,0.09943580677882959,Unknown
MAPK1,CHEMBL:CHEMBL2088731,0.2983074203364887,Unknown
MAPK1,ALSTERPAULLONE,0.005736681160317092,Unknown
MAPK1,DAUNORUBICIN HYDROCHLORIDE,0.009039618798075418,Unknown
MAPK1,DIHYDROGAMBOGIC ACID,0.02711885639422625,Unknown
MAPK1,CHEMBL:CHEMBL578944,0.02711885639422625,Unknown
MAPK1,CHEMBL:CHEMBL184074,0.07457685508412219,Unknown
MAPK1,AG1478,0.04261534576235554,Unknown
MAPK1,SANGUINARIUM,0.01193229681345955,Unknown
MAPK1,CHEMBL:CHEMBL2063687,0.2983074203364887,Unknown
MAPK1,SAPPANONE A TRIMETHYL ETHER,0.07457685508412219,Unknown
MAPK1,SANGUINARINE SULFATE,0.02294672464126837,Unknown
MAPK1,CHEMBL:CHEMBL1270169,0.04971790338941479,Unknown
MAPK1,CHEMBL:CHEMBL29197,0.07457685508412219,Unknown
MAPK1,CHEMBL:CHEMBL581194,0.05966148406729775,Unknown
MAPK1,CHEMBL:CHEMBL530280,0.04971790338941479,Unknown
MAPK1,LORATADINE,0.01570039054402572,Unknown
MAPK1,ARISTOYUNNOLIN A,0.1491537101682443,Unknown
MAPK1,CHEMBL:CHEMBL586031,0.02294672464126837,Unknown
MAPK1,WZ4002,0.04261534576235554,Unknown
MAPK1,CHEMBL:CHEMBL505670,0.008523069152471108,Unknown
MAPK1,CHEMBL:CHEMBL1485809,0.2983074203364887,Unknown
MAPK1,MERCURIC CHLORIDE,0.01491537101682443,Unknown
MAPK1,ZAFIRLUKAST,0.01657263446313826,Unknown
MAPK1,TYRPHOSTIN 47,0.01864421377103054,Unknown
MAPK1,ETOPOSIDE,0.01028646277022374,Unknown
MAPK1,ACID BLUE 129,0.01570039054402572,Unknown
MAPK1,BUMETANIDE,0.03314526892627652,Unknown
MAPK1,ZALCITABINE,0.04971790338941479,Unknown
MAPK1,GENTIAN VIOLET CATION,0.01570039054402572,Unknown
MAPK1,CHEMBL:CHEMBL609606,0.02983074203364887,Unknown
MAPK1,IPRIFLAVONE,0.02485895169470739,Unknown
MAPK1,VOLVALERENAL D,0.1491537101682443,Unknown
MAPK1,TEMUTERKIB,0.08523069152471109,inhibitor (INHIBITORY)
MAPK1,MITOXANTRONE HYDROCHLORIDE,0.009322106885515274,Unknown
MAPK1,NIFEDIPINE,0.005326918220294443,Unknown
MAPK1,CHEMBL:CHEMBL1519374,0.01864421377103054,Unknown
MAPK1,PHENETHYLISOTHIOCYANATE,0.07457685508412219,Unknown
MAPK1,CHEMBL:CHEMBL1939691,0.07457685508412219,Unknown
MAPK1,ERLOTINIB,0.005326918220294443,Unknown
MAPK1,CHEMBL:CHEMBL154580,0.02711885639422625,Unknown
MAPK1,AHPN,0.04261534576235554,Unknown
MAPK1,CHEMBL:CHEMBL84010,0.01988716135576591,Unknown
MAPK1,MITOXANTRONE,0.006779714098556563,Unknown
MAPK1,ALPHA-NAPHTHOFLAVONE,0.04261534576235554,Unknown
MAPK1,JNK INHIBITOR VIII,0.03314526892627652,Unknown
MAPK1,MUNDULONE,0.07457685508412219,Unknown
MAPK1,PD-98059,0.008062362711796995,Unknown
MAPK1,SB202190,0.008286317231569132,Unknown
MAPK1,CHEMBL:CHEMBL2095095,0.01657263446313826,Unknown
MAPK1,IROFULVEN,0.1988716135576591,Unknown
MAPK1,GO-6976,0.006937381868290436,Unknown
MAPK1,ELLAGIC ACID,0.01065383644058888,Unknown
MAPK1,HAEMATOXYLIN,0.01147336232063418,Unknown
MAPK1,XANTHOHUMOL,0.09943580677882959,Unknown
MAPK1,GR 127935,0.01028646277022374,Unknown
MAPK1,AG 112,0.07457685508412219,Unknown
MAPK1,CHEMBL:CHEMBL2063681,0.2983074203364887,Unknown
MAPK1,GUTHION,0.02485895169470739,Unknown
MAPK1,CLOTRIMAZOLE,0.008062362711796995,Unknown
MAPK1,MUNDULONE ACETATE,0.09943580677882959,Unknown
MAPK1,MK-8353,0.04971790338941479,inhibitor (INHIBITORY)
MAPK1,WITHAFERIN A,0.04971790338941479,Unknown
MAPK1,CHEMBL:CHEMBL421215,0.03314526892627652,Unknown
MAPK1,YUANHUADINE,0.1193229681345955,Unknown
GRIN2A,ORPHENADRINE CITRATE,0.03602746622421361,inhibitor (INHIBITORY)
GRIN2A,PHILANTHOTOXIN 343,0.5043845271389906,Unknown
GRIN2A,AZD8108,0.1080823986726408,inhibitor (INHIBITORY)
GRIN2A,RALFINAMIDE,0.0378288395354243,inhibitor (INHIBITORY)
GRIN2A,CONANTOKIN-G,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,NVP-AAM077,0.378288395354243,inhibitor (INHIBITORY)
GRIN2A,GW468816,0.1080823986726408,inhibitor (INHIBITORY)
GRIN2A,APIMOSTINEL,0.1080823986726408,agonist (ACTIVATING)
GRIN2A,SELFOTEL,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,MEMANTINE HYDROCHLORIDE,0.4203204392824922,negative modulator (INHIBITORY)
GRIN2A,FELBAMATE,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,NEBOGLAMINE,0.1080823986726408,positive modulator (ACTIVATING)
GRIN2A,ZOLBETUXIMAB,0.756576790708486,antibody (INHIBITORY)
GRIN2A,GV196771A,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,[3H]CGP61594,0.1513153581416972,inhibitor (INHIBITORY)
GRIN2A,[3H]DIZOCILPINE,0.1513153581416972,blocker (INHIBITORY)
GRIN2A,(RS)-(TETRAZOL-5-YL)GLYCINE,0.1513153581416972,agonist (ACTIVATING)
GRIN2A,L689560,0.1513153581416972,inhibitor (INHIBITORY)
GRIN2A,PERZINFOTEL,0.1080823986726408,inhibitor (INHIBITORY)
GRIN2A,AV-101,0.1080823986726408,inhibitor (INHIBITORY)
GRIN2A,GLYCINE,0.1260961317847476,agonist (ACTIVATING)
GRIN2A,KETAMINE HYDROCHLORIDE,0.1780180684019967,"blocker (INHIBITORY), negative modulator (INHIBITORY)"
GRIN2A,MG2+,0.05819821466988354,blocker (INHIBITORY)
GRIN2A,NERAMEXANE,0.2521922635694953,Unknown
GRIN2A,D-AP5,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,NBQX,0.04728604941928038,Unknown
GRIN2A,L701324,0.1260961317847476,inhibitor (INHIBITORY)
GRIN2A,LANICEMINE,0.2161647973452817,blocker (INHIBITORY)
GRIN2A,NERAMEXANE MESYLATE,0.08406408785649844,inhibitor (INHIBITORY)
GRIN2A,CGP37849,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,ESKETAMINE,0.1080823986726408,negative modulator (INHIBITORY)
GRIN2A,INDANTADOL,0.08406408785649844,Unknown
GRIN2A,D-CCPENE,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,DEXANABINOL,0.1260961317847476,Unknown
GRIN2A,[3H]D-ASPARTIC ACID,0.068779708246226,agonist (ACTIVATING)
GRIN2A,TCN-201,0.756576790708486,modulator (None)
GRIN2A,LY233053,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,SAGE-718,0.378288395354243,modulator (None)
GRIN2A,(+)-HA966,0.2521922635694953,agonist (ACTIVATING)
GRIN2A,NMDA,0.08406408785649844,agonist (ACTIVATING)
GRIN2A,CNS-5161,0.2161647973452817,blocker (INHIBITORY)
GRIN2A,AMANTADINE HYDROCHLORIDE,0.1513153581416972,"blocker (INHIBITORY), inhibitor (INHIBITORY)"
GRIN2A,DIMIRACETAM,0.1891441976771215,Unknown
GRIN2A,INDANTADOL,0.09457209883856076,inhibitor (INHIBITORY)
GRIN2A,NYX-2925,0.756576790708486,modulator (None)
GRIN2A,"5,7-DICHLOROKYNURENIC ACID",0.1080823986726408,inhibitor (INHIBITORY)
GRIN2A,DELUCEMINE,0.1080823986726408,inhibitor (INHIBITORY)
GRIN2A,ASPARTIC ACID,0.0756576790708486,agonist (ACTIVATING)
GRIN2A,DEXTROMETHORPHAN HYDROBROMIDE,0.378288395354243,inhibitor (INHIBITORY)
GRIN2A,[3H]MDL105519,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,DEXTROMETHORPHAN POLISTIREX,0.04728604941928038,inhibitor (INHIBITORY)
GRIN2A,[3H]CGS19755,0.1513153581416972,inhibitor (INHIBITORY)
GRIN2A,[3H]L689560,0.1513153581416972,inhibitor (INHIBITORY)
GRIN2A,UBP141,0.1891441976771215,inhibitor (INHIBITORY)
GRIN2A,ACAMPROSATE CALCIUM,0.03026307162833944,inhibitor (INHIBITORY)
GRIN2A,ORPHENADRINE HYDROCHLORIDE,0.03981983108992031,inhibitor (INHIBITORY)
GRIN2A,ZWB67,0.378288395354243,antibody (INHIBITORY)
GRIN2A,PHENCYCLIDINE,0.1891441976771215,blocker (INHIBITORY)
GRIN2A,DIZOCILPINE,0.378288395354243,blocker (INHIBITORY)
GRIN2A,ESKETAMINE HYDROCHLORIDE,0.1080823986726408,Unknown
GRIN2A,LATREPIRDINE,0.09457209883856076,Unknown
GRIN2A,[3H]CGP39653,0.1513153581416972,inhibitor (INHIBITORY)
GRIN2A,N1-DANSYL-SPERMINE,0.1891441976771215,blocker (INHIBITORY)
GRIN2A,RAPASTINEL,0.1080823986726408,agonist (ACTIVATING)
GRIN2A,HOMOQUINOLINIC ACID,0.1513153581416972,agonist (ACTIVATING)
GRIN2A,"SERINE, D-",0.1260961317847476,agonist (ACTIVATING)
GRIN2A,HALOPERIDOL DECANOATE,0.01990991554496015,Unknown
GRIN2A,PLAZINEMDOR,0.756576790708486,modulator (None)
GRIN2A,[3H]CPP,0.1513153581416972,inhibitor (INHIBITORY)
NEFM,MONOAMINE OXIDASE INHIBITOR,0.2571615692555937,Unknown
NEFM,DESIPRAMINE,0.191222705343903,Unknown
NEFM,NORTRIPTYLINE,0.2330526721378818,Unknown
NEFM,CLOMIPRAMINE,0.1962548818003215,Unknown
NEFM,TRIMIPRAMINE,0.2259904699518854,Unknown
NEFM,AMITRIPTYLINE HYDROCHLORIDE,0.1657263446313826,Unknown
NEFM,DOXEPIN HYDROCHLORIDE,0.169492852463914,Unknown
COL5A2,OCRIPLASMIN,0.6868920863011254,cleavage (INHIBITORY)
COL5A2,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.9322106885515274,cleavage (INHIBITORY)
CACNA2D3,IMAGABALIN,0.2007838406110982,modulator (None)
CACNA2D3,ATAGABALIN,0.2007838406110982,modulator (None)
CACNA2D3,GABAPENTIN ENACARBIL,0.1933474020699464,modulator (None)
CACNA2D3,CELECOXIB,0.1558322345041359,Unknown
CACNA2D3,TERODILINE HYDROCHLORIDE,0.1683993501899533,blocker (INHIBITORY)
CACNA2D3,PREGABALIN,0.2007838406110982,modulator (None)
CACNA2D3,SULOCTIDIL,0.2007838406110982,blocker (INHIBITORY)
CACNA2D3,GABAPENTIN,0.1305094963972138,modulator (None)
CACNA2D3,PHLOROGLUCINOL,0.2007838406110982,blocker (INHIBITORY)
CACNA2D3,BEPRIDIL HYDROCHLORIDE,0.2007838406110982,blocker (INHIBITORY)
PRKCB,RUBOXISTAURIN,0.8156843524825864,inhibitor (INHIBITORY)
PRKCB,CEP-2563 DIHYDROCHLORIDE,0.1919257299959026,inhibitor (INHIBITORY)
PRKCB,QUERCETIN,0.04130047354342209,inhibitor (INHIBITORY)
PRKCB,UCN-01,0.1631368704965173,inhibitor (INHIBITORY)
PRKCB,SOTRASTAURIN ACETATE,0.6525474819860692,Unknown
PRKCB,MIDOSTAURIN,0.09322106885515274,inhibitor (INHIBITORY)
PRKCB,BRYOSTATIN 1,0.8156843524825864,Unknown
PRKCB,RO31-8220,0.8156843524825864,Unknown
PRKCB,INGENOL MEBUTATE,0.2039210881206466,Unknown
PRKCB,DEXMEDETOMIDINE HYDROCHLORIDE,0.5932249836236992,Unknown
PRKCB,GSK-690693,0.1919257299959026,inhibitor (INHIBITORY)
PRKCB,ATENOLOL,0.1812631894405747,Unknown
PRKCB,ENZASTAURIN,1.35947392080431,inhibitor (INHIBITORY)
PRKCB,ENOXOLONE,0.6525474819860692,Unknown
PRKCB,BRYOSTATIN 1,0.2330526721378818,Unknown
PRKCB,SOTRASTAURIN,0.05348749852344829,inhibitor (INHIBITORY)
CACNA2D1,SULOCTIDIL,0.09561135267195153,blocker (INHIBITORY)
CACNA2D1,ISRADIPINE,0.4143158615784566,Unknown
CACNA2D1,GABAPENTIN,0.1864421377103054,modulator (None)
CACNA2D1,NIFEDIPINE,0.08878197033824071,Unknown
CACNA2D1,SAFINAMIDE,0.1657263446313826,Unknown
CACNA2D1,PREGABALIN,0.191222705343903,modulator (None)
CACNA2D1,DILTIAZEM HYDROCHLORIDE,0.1553684480919212,Unknown
CACNA2D1,PHLOROGLUCINOL,0.09561135267195153,blocker (INHIBITORY)
CACNA2D1,IMAGABALIN,0.191222705343903,modulator (None)
CACNA2D1,GABAPENTIN ENACARBIL,0.1841403829237585,modulator (None)
CACNA2D1,FELODIPINE,0.2924582552318517,Unknown
CACNA2D1,MIROGABALIN BESYLATE,1.242947584735369,modulator (None)
CACNA2D1,NITRENDIPINE,0.2485895169470739,Unknown
CACNA2D1,LERCANIDIPINE,0.6214737923676849,Unknown
CACNA2D1,MIROGABALIN,2.485895169470739,Unknown
CACNA2D1,BEPRIDIL HYDROCHLORIDE,0.09561135267195153,blocker (INHIBITORY)
CACNA2D1,ATAGABALIN,0.09561135267195153,modulator (None)
CACNA2D1,TERODILINE HYDROCHLORIDE,0.08019016675712062,blocker (INHIBITORY)
CACNA2D1,CELECOXIB,0.07420582595435044,Unknown
CACNA2D1,IBUTILIDE,0.7102557627059257,Unknown
CACNA2D1,AMLODIPINE BESYLATE,0.3314526892627653,Unknown
HINT1,COMPOUND 24 [PMID: 31343176],52.20379855888553,inhibitor (INHIBITORY)
RPS6KA6,TAS0612,0.8700633093147588,inhibitor (INHIBITORY)
RPS6KA6,CEP-1347,1.933474020699464,Unknown
RPS6KA6,BAY-985,1.740126618629517,inhibitor (INHIBITORY)
RPS6KA6,BI-D1870,1.24294758473537,inhibitor (INHIBITORY)
RPS6KA6,AT-9283,0.725052757762299,inhibitor (INHIBITORY)
RPS6KA6,COMPOUND 25B [PMID: 22564207],1.087579136643448,inhibitor (INHIBITORY)
TPM3,PROGESTERONE,0.1769620290131713,Unknown
TPM3,MIDAZOLAM HYDROCHLORIDE,0.2900211031049196,Unknown
TPM3,EPINEPHRINE,0.2610189927944276,Unknown
TPM3,ACTH,1.740126618629517,Unknown
TPM3,APAZIQUONE,5.220379855888553,Unknown
TPM3,AMINOGLYCOSIDE ANTIBIOTIC,1.160084412419678,Unknown
TPM3,SIMVASTATIN,0.2088151942355421,Unknown
TPM3,THIOGUANINE,0.3163866579326396,Unknown
TPM3,RETINOIC ACID AGENT,0.3367987003799066,Unknown
TPM3,METHOTREXATE,0.09491599737979188,Unknown
RPL13A,DORLIMOMAB ARITOX,0.1305094963972138,inhibitor (INHIBITORY)
RPL13A,MT-3724,0.1288982680466309,inhibitor (INHIBITORY)
RPL13A,ATALUREN,0.1273263379485013,modulator (None)
RPL13A,EXALUREN,0.1305094963972138,modulator (None)
RPL13A,CYCLOHEXIMIDE,0.10990273380818,inhibitor (INHIBITORY)
ARSD,PICROTOXIN,1.134865186062729,blocker (INHIBITORY)
ARSD,TBPS,1.37378417260225,blocker (INHIBITORY)
ATP6V1G2,NI2+,3.262737409930345,blocker (INHIBITORY)
ATP6V1G2,CD2+,1.087579136643448,blocker (INHIBITORY)
ATP6V1G2,PB2+,2.610189927944276,blocker (INHIBITORY)
ATP6V1G2,SNX482,13.05094963972138,inhibitor (INHIBITORY)
APLP2,2-O-ETHYL-PAF C-16,2.610189927944276,agonist (ACTIVATING)
APLP2,SDZ 64-412,2.610189927944276,inhibitor (INHIBITORY)
APLP2,ENANTIO PAF C-16,2.610189927944276,agonist (ACTIVATING)
APLP2,ABT-299,2.610189927944276,inhibitor (INHIBITORY)
APLP2,SCH 37370,2.610189927944276,inhibitor (INHIBITORY)
APLP2,APAFANT,2.610189927944276,inhibitor (INHIBITORY)
APLP2,CV-3988,1.305094963972138,inhibitor (INHIBITORY)
APLP2,ISRAPAFANT,0.8700633093147588,inhibitor (INHIBITORY)
APLP2,BEPAFANT,2.610189927944276,inhibitor (INHIBITORY)
APLP2,RUPATADINE,0.6525474819860692,inhibitor (INHIBITORY)
APLP2,L659989,2.610189927944276,inhibitor (INHIBITORY)
APLP2,SCH 40338,2.610189927944276,inhibitor (INHIBITORY)
APLP2,CV-6209,2.610189927944276,inhibitor (INHIBITORY)
APLP2,PCA 4248,2.610189927944276,inhibitor (INHIBITORY)
APLP2,BN 50739,2.610189927944276,inhibitor (INHIBITORY)
APLP2,2-O-METHYL-PAF C-18,2.610189927944276,agonist (ACTIVATING)
APLP2,ABT-491,2.610189927944276,inhibitor (INHIBITORY)
APLP2,FOROPAFANT,2.610189927944276,inhibitor (INHIBITORY)
APLP2,PLATELET ACTIVATING FACTOR,2.610189927944276,agonist (ACTIVATING)
APLP2,RP-52770,2.610189927944276,inhibitor (INHIBITORY)
ALDH1B1,[3H]BQ123,1.864421377103054,inhibitor (INHIBITORY)
ALDH1B1,APROCITENTAN,0.4661053442757636,inhibitor (INHIBITORY)
ALDH1B1,AMBRISENTAN,0.3728842754206109,inhibitor (INHIBITORY)
ALDH1B1,BMS-193884,0.9322106885515273,inhibitor (INHIBITORY)
ALDH1B1,SB234551,1.864421377103054,inhibitor (INHIBITORY)
ALDH1B1,CLAZOSENTAN,0.6214737923676849,inhibitor (INHIBITORY)
ALDH1B1,BQ123,1.864421377103054,inhibitor (INHIBITORY)
ALDH1B1,[125I]PD164333,1.864421377103054,inhibitor (INHIBITORY)
ALDH1B1,DARUSENTAN,0.6214737923676849,inhibitor (INHIBITORY)
ALDH1B1,[125I]SARAFOTOXIN S6B,1.864421377103054,agonist (ACTIVATING)
ALDH1B1,SPARSENTAN,0.3728842754206109,inhibitor (INHIBITORY)
ALDH1B1,EDONENTAN ANHYDROUS,1.864421377103054,inhibitor (INHIBITORY)
ALDH1B1,FR139317,0.6214737923676849,inhibitor (INHIBITORY)
ALDH1B1,AVOSENTAN,0.9322106885515273,inhibitor (INHIBITORY)
ALDH1B1,PD-156707,1.864421377103054,inhibitor (INHIBITORY)
