,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneSymbol
220331_at,-0.256213593,7.25519712,-2.347152061,0.024902565,0.538965538,-3.336853127,CYP46A1
203244_at,0.408550263,5.10538936,2.346901805,0.02491689,0.538965538,-3.337285183,PEX5
210871_x_at,-0.478480155,5.236706818,-2.346731822,0.024926624,0.538965538,-3.337578633,SSX2IP
237364_at,0.299518249,4.211666342,2.346729392,0.024926764,0.538965538,-3.337582829,ZNF529-AS1
222105_s_at,0.223576939,2.372918412,2.346458569,0.02494228,0.538965538,-3.338050335,NKIRAS2
203331_s_at,0.310214276,2.437062498,2.346166531,0.024959021,0.538965538,-3.338554422,INPP5D
1553675_at,0.222039738,1.827664764,2.346046051,0.024965931,0.538965538,-3.338762371,KLC4
1569468_at,-0.240753502,1.585751703,-2.345790816,0.024980574,0.538965538,-3.339202882,ZNF876P
57703_at,-0.528900432,7.327138183,-2.345480952,0.024998362,0.538965538,-3.339737633,SENP5
204697_s_at,-0.394721486,5.924298789,-2.345399526,0.025003038,0.538965538,-3.339878148,CHGA
1552417_a_at,0.289693624,1.992373939,2.345347587,0.025006022,0.538965538,-3.339967776,NEDD1
218259_at,-0.428709612,7.438376695,-2.345221171,0.025013284,0.538965538,-3.340185919,MRTFB
206152_at,-0.255737944,5.474104644,-2.345138479,0.025018036,0.538965538,-3.340328608,AGAP2
209286_at,-0.368590038,4.43023315,-2.344976482,0.025027346,0.538965538,-3.340608129,CDC42EP3
224817_at,0.256511236,5.636750461,2.344795465,0.025037754,0.538965538,-3.340920456,SH3PXD2A
201772_at,-0.269045972,2.495648141,-2.344785312,0.025038338,0.538965538,-3.340937972,AZIN1
213214_x_at,-0.395574223,8.366862885,-2.344784888,0.025038362,0.538965538,-3.340938704,ACTG1
201400_at,-0.332464409,3.76564712,-2.344371097,0.025062169,0.539156647,-3.341652594,PSMB3
207015_s_at,0.336541909,4.420449213,2.343578992,0.025107798,0.539241691,-3.343018931,ALDH1A2
228662_at,-0.286939197,7.904089071,-2.343549983,0.02510947,0.539241691,-3.343068962,SOCS7
203599_s_at,-0.625772038,6.613687702,-2.343534423,0.025110368,0.539241691,-3.3430958,WBP4
216918_s_at,0.39526651,5.485519847,2.343183299,0.02513062,0.53929076,-3.343701362,DST
202059_s_at,-0.547391898,4.998551445,-2.342841979,0.025150321,0.53929076,-3.344289955,KPNA1
228584_at,0.32844725,2.980582391,2.342778663,0.025153977,0.53929076,-3.344399136,SGCB
212361_s_at,-0.597470863,5.688586729,-2.342639183,0.025162033,0.53929076,-3.344639644,ATP2A2
235424_at,-0.228565028,1.769737976,-2.342559454,0.025166639,0.53929076,-3.344777117,PABIR1
201888_s_at,0.505689696,5.576784614,2.342469538,0.025171834,0.53929076,-3.344932151,IL13RA1
205951_at,-0.291223883,1.626236577,-2.341671203,0.025218004,0.539793937,-3.34630848,MYH1
215517_at,-0.248642511,2.061621083,-2.341619239,0.025221012,0.539793937,-3.346398055,PYGO1
206256_at,0.292574995,2.309447719,2.341551412,0.025224938,0.539793937,-3.346514972,CPN1
234491_s_at,0.434695067,5.589284169,2.341215779,0.025244377,0.539998551,-3.347093489,SAV1
218197_s_at,-0.681280295,4.681242517,-2.340874514,0.025264155,0.539999094,-3.347681656,OXR1
209160_at,0.416685519,3.388317078,2.340399217,0.025291725,0.54037712,-3.348500728,AKR1C3
231391_at,-0.249540408,2.021440249,-2.340115745,0.025308181,0.540424055,-3.348989178,CTXN3
225386_s_at,-0.677762853,3.476612453,-2.340020874,0.02531369,0.540424055,-3.349152642,HNRNPLL
217208_s_at,0.641599377,5.72202765,2.339558474,0.025340559,0.540490473,-3.349949294,DLG1
218623_at,-0.311422874,6.760661199,-2.339496162,0.025344182,0.540490473,-3.350056642,NSG2
236313_at,0.312834181,1.712767126,2.33928602,0.025356402,0.540491736,-3.350418648,CDKN2B
214774_x_at,-0.413697947,2.077439291,-2.338994118,0.025373387,0.540642996,-3.350921461,TOX3
1553162_x_at,0.403614829,4.90431912,2.338614045,0.025395517,0.540784154,-3.351576089,PROSER3
202934_at,0.368073259,5.312118426,2.338540633,0.025399793,0.540784154,-3.351702524,HK2
209718_at,0.301455968,5.723275075,2.338181117,0.025420746,0.540941974,-3.352321666,NCAPH2
202673_at,-0.395190039,4.958119783,-2.337769925,0.025444729,0.540941974,-3.353029725,DPM1
218527_at,-0.263035512,6.521022865,-2.337749363,0.025445929,0.540941974,-3.353065129,APTX
229091_s_at,0.28498272,5.165258073,2.337456233,0.025463039,0.540941974,-3.353569835,CCNJ
209850_s_at,0.376491137,4.241351759,2.33722612,0.025476479,0.540941974,-3.353966009,CDC42EP2
220998_s_at,0.264313945,4.471310909,2.33681977,0.025500226,0.540941974,-3.354665536,UNC93B1
222915_s_at,0.255983077,2.322367754,2.336566291,0.02551505,0.540941974,-3.355101856,BANK1
206374_at,-0.349288677,5.16541012,-2.336354047,0.025527468,0.540941974,-3.355467174,DUSP8
228383_at,0.300332345,3.275850412,2.336249699,0.025533576,0.540941974,-3.35564677,PNPLA7
230212_at,0.288530352,3.577798966,2.336246626,0.025533756,0.540941974,-3.355652058,SPRY1
218981_at,-0.257941578,1.722559978,-2.335862203,0.025556267,0.540941974,-3.356313653,SDHAF3
200980_s_at,-0.315627755,7.104087846,-2.335838011,0.025557684,0.540941974,-3.356355285,PDHA1
220682_s_at,-0.333229353,2.750798787,-2.335605445,0.025571312,0.540941974,-3.356755495,KLHL5
234716_at,0.315763458,4.18115338,2.334733924,0.025622441,0.541305536,-3.358255007,ZIC1
206874_s_at,-0.402858401,5.930142689,-2.334567912,0.025632191,0.541305536,-3.358540599,SLK
226915_s_at,-0.489099888,7.36453621,-2.334355885,0.025644648,0.541359507,-3.358905331,ARPC5L
200624_s_at,-0.416389384,8.254711195,-2.333682058,0.025684273,0.541986733,-3.360064309,MATR3
235221_at,0.424687749,2.595743873,2.333312862,0.025706007,0.542087722,-3.36069923,CBLN3
210047_at,0.303296219,3.966407462,2.332971552,0.025726115,0.542087722,-3.361286133,SLC11A2
235014_at,0.243835001,2.599379965,2.332344984,0.025763065,0.542087722,-3.3623634,ILF3-DT
201100_s_at,0.32615776,7.809765025,2.332309986,0.02576513,0.542087722,-3.362423568,USP9X
206558_at,-0.311523474,5.167958463,-2.332240768,0.025769215,0.542087722,-3.362542562,SIM2
203569_s_at,0.350549366,7.438899886,2.332188354,0.025772309,0.542087722,-3.362632666,OFD1
204990_s_at,0.30009285,5.8818459,2.332087022,0.025778291,0.542087722,-3.362806862,ITGB4
204183_s_at,-0.352225941,5.823696813,-2.331539111,0.025810659,0.542407987,-3.363748664,GRK3
206990_at,-0.413571955,5.211408388,-2.331321275,0.025823538,0.542407987,-3.36412306,TNR
230620_at,-0.263832129,5.88602914,-2.33123421,0.025828687,0.542407987,-3.364272692,USP27X
202741_at,-0.30073336,9.407948818,-2.331157858,0.025833203,0.542407987,-3.364403909,PRKACB
225005_at,-0.312390889,2.971901831,-2.330604229,0.025865972,0.542887537,-3.365355282,PHF13
217875_s_at,0.298987802,5.329481046,2.329805949,0.025913288,0.543671916,-3.366726802,PMEPA1
214817_at,-0.287576264,5.614453959,-2.329535079,0.025929361,0.5437709,-3.36719211,UNC13A
201879_at,-0.451225782,4.327541273,-2.329391282,0.025937897,0.5437709,-3.367439114,ARIH1
1552426_a_at,-0.489234743,8.700874098,-2.329126571,0.025953617,0.543865062,-3.367893786,TM2D3
216453_at,0.312636587,2.334199901,2.328637009,0.025982714,0.543865062,-3.368734576,ZNF287
1568768_s_at,0.312493815,3.09812046,2.328469645,0.025992668,0.543865062,-3.369021984,BABAM2-AS1
210428_s_at,0.333331273,5.065179542,2.328388771,0.025997479,0.543865062,-3.369160862,HGS
64474_g_at,0.204526925,4.657298491,2.328311586,0.026002072,0.543865062,-3.369293401,DGCR8
224121_x_at,0.217065922,3.353134594,2.32729946,0.026062361,0.544578226,-3.371031115,PLEKHB2
210959_s_at,-0.500393238,5.229063245,-2.326928748,0.026084474,0.544613224,-3.37166746,SRD5A1
205074_at,0.375790189,3.813379404,2.326875604,0.026087646,0.544613224,-3.37175868,SLC22A5
203130_s_at,-0.360298513,9.979135742,-2.326538335,0.026107781,0.544690515,-3.372337549,KIF5C
230171_at,0.320293559,3.26284656,2.326477139,0.026111436,0.544690515,-3.372442576,UBE2D3-AS1
233305_at,-0.518170271,4.612540654,-2.326313117,0.026121235,0.544690515,-3.372724069,NECAB1
223497_at,0.350463846,5.154106378,2.325120609,0.026192576,0.545765673,-3.374770235,FAM135A
235085_at,-0.315583912,5.901028623,-2.325117543,0.02619276,0.545765673,-3.374775494,PRAG1
213436_at,-0.475730079,5.673383174,-2.324449839,0.026232781,0.546103177,-3.375920862,CNR1
227080_at,-0.469954393,5.146147851,-2.32413327,0.026251776,0.546103177,-3.376463822,ZNF697
213856_at,-0.268454815,1.858038571,-2.323773115,0.0262734,0.546103177,-3.377081476,CD47
226883_at,-0.541545729,5.916317218,-2.323542017,0.026287284,0.546103177,-3.377477767,KLHL11
236715_x_at,0.217997398,6.703300863,2.323364477,0.026297955,0.546103177,-3.377782198,UACA
235563_at,0.378070926,2.933969492,2.323287034,0.026302611,0.546103177,-3.377914985,GPRC5A
1554633_a_at,-0.719041863,5.773046496,-2.323117471,0.026312808,0.546103177,-3.378205717,MYT1L
1562303_at,-0.593921105,2.516356886,-2.323004341,0.026319613,0.546103177,-3.378399681,ZKSCAN3
1554958_at,0.264382427,2.308323837,2.322976898,0.026321264,0.546103177,-3.378446731,ZNF641
230285_at,-0.474048146,4.910117088,-2.322501691,0.026349868,0.546103177,-3.379261407,SVIP
224756_s_at,-0.278379766,4.304071783,-2.322111131,0.026373398,0.546103177,-3.379930883,ABHD16A
206857_s_at,-0.785723257,6.088820568,-2.322096857,0.026374258,0.546103177,-3.37995535,FKBP1B
201101_s_at,-0.613743974,5.288619609,-2.321988343,0.026380799,0.546103177,-3.380141343,BCLAF1
222896_at,-0.346784825,4.163619598,-2.321969892,0.026381912,0.546103177,-3.380172967,TMEM38A
203388_at,0.392720072,4.866404066,2.321933797,0.026384088,0.546103177,-3.380234833,ARRB2
239325_at,0.31567155,2.176971771,2.32170396,0.026397949,0.546103177,-3.380628751,DNAJC27-AS1
1555679_a_at,0.345356957,3.234199224,2.321667607,0.026400142,0.546103177,-3.380691054,RTN4IP1
222474_s_at,-0.507805453,9.296708728,-2.321525418,0.026408721,0.546103177,-3.380934735,TOMM22
201726_at,0.447419799,5.31496401,2.321182045,0.026429448,0.546253734,-3.381523161,ELAVL1
219301_s_at,-0.439973182,8.74137938,-2.320805602,0.026452189,0.546253734,-3.38216819,CNTNAP2
239831_at,-0.45232082,4.25567637,-2.320601843,0.026464506,0.546253734,-3.382517299,TMEM106C
206479_at,-0.284431878,2.056518988,-2.3204314,0.026474812,0.546253734,-3.38280931,TRPM1
201870_at,-0.305045108,4.53463798,-2.32041264,0.026475947,0.546253734,-3.382841448,TOMM34
201223_s_at,-0.465343435,6.716027249,-2.32010685,0.026494448,0.546429243,-3.383365302,RAD23B
228422_at,-0.226970728,4.909928406,-2.319562994,0.026527381,0.546902161,-3.384296876,LHFPL4
214058_at,-0.21823654,2.474775391,-2.318888247,0.026568291,0.547539124,-3.385452445,MYCL
224830_at,-0.465049765,6.98269107,-2.318531134,0.026589966,0.547779343,-3.386063945,NUDT21
1569876_at,0.359612727,3.991124712,2.317827327,0.02663273,0.548453675,-3.387268912,EFCAB13
226276_at,-0.54207726,4.414116922,-2.317384028,0.026659697,0.548607462,-3.388027744,TMEM167A
229026_at,-0.252010773,8.357771392,-2.316789401,0.026695909,0.548607462,-3.389045463,LOC105379173
239765_at,-0.461755808,6.901527573,-2.316755869,0.026697952,0.548607462,-3.389102847,CPEB3
1556117_at,-0.386676294,4.452556388,-2.316399367,0.026719685,0.548607462,-3.389712919,LINC01260
233746_x_at,-0.24407769,7.727909423,-2.315908427,0.02674964,0.548607462,-3.390552943,SERF2
213195_at,-0.37693075,6.640406281,-2.315652517,0.026765267,0.548607462,-3.390990771,LYRM9
226053_at,0.34548204,3.977489463,2.315571206,0.026770233,0.548607462,-3.391129877,MAP2K7
236998_at,0.229339185,1.804573915,2.315549853,0.026771538,0.548607462,-3.391166406,COA3
227223_at,0.406757009,5.264978999,2.315390875,0.026781252,0.548607462,-3.391438372,RBM39
201484_at,-0.44247306,4.711015226,-2.315349285,0.026783793,0.548607462,-3.391509519,SUPT4H1
235881_at,0.354184151,5.825365743,2.315273508,0.026788425,0.548607462,-3.391639145,FMNL2
204236_at,0.340764342,2.531247272,2.315138192,0.026796697,0.548607462,-3.391870614,FLI1
225526_at,0.304493792,4.866478146,2.314800454,0.026817355,0.548607462,-3.3924483,MKLN1
229284_at,-0.499138527,5.321722847,-2.314601736,0.026829516,0.548607462,-3.392788172,MAT2B
1553363_at,0.376032213,2.757082335,2.314487572,0.026836505,0.548607462,-3.392983421,LINC01600
233491_at,-0.286428421,1.916318783,-2.314366309,0.02684393,0.548607462,-3.393190803,RPL26L1-AS1
228157_at,0.522106396,5.351082672,2.314278897,0.026849284,0.548607462,-3.39334029,ZNF207
1553013_at,-0.404773089,5.205008348,-2.314065479,0.026862359,0.548607462,-3.393705247,CNTNAP5
224503_s_at,-0.37582331,3.662849119,-2.31405209,0.026863179,0.548607462,-3.393728142,ZCCHC2
222880_at,-0.459547865,7.180321152,-2.313794446,0.026878972,0.548607462,-3.394168696,AKT3
202662_s_at,0.376535143,4.132836914,2.313597535,0.026891047,0.548607462,-3.394505377,ITPR2
209379_s_at,-0.390053564,6.514710313,-2.31244988,0.026961524,0.549628859,-3.396467271,CCSER2
223662_x_at,0.19098632,9.350153163,2.312207813,0.02697641,0.549628859,-3.396880995,DDX59
212835_at,-0.407513968,3.357759301,-2.31216079,0.026979303,0.549628859,-3.39696136,ABRAXAS2
225317_at,-0.314808093,4.578846692,-2.311981104,0.026990359,0.549628859,-3.397268443,ACBD6
201448_at,0.442166348,3.585575365,2.31196458,0.026991376,0.549628859,-3.397296682,TIA1
1557915_s_at,-0.556067631,4.407834294,-2.31142055,0.027024876,0.550106146,-3.398226326,GSTO1
213923_at,-0.327160558,7.428762136,-2.310544677,0.027078889,0.550601195,-3.399722713,RAP2B
1554168_a_at,-0.299275398,6.807593867,-2.31053628,0.027079408,0.550601195,-3.399737057,SH3KBP1
241262_at,0.334556265,2.799879972,2.310170021,0.027102023,0.550856178,-3.400362676,LOC100505728
228847_at,0.351996637,5.037400804,2.309884384,0.027119672,0.550926951,-3.400850536,EXOC3
235864_at,-0.547452532,4.93663373,-2.30978755,0.027125658,0.550926951,-3.401015916,ATP6V1D
206730_at,-0.347723327,7.185784465,-2.309522363,0.027142056,0.5510553,-3.401468798,GRIA3
225109_at,0.367537297,4.684004601,2.309218321,0.027160868,0.551072773,-3.401987993,OGFOD1
216084_at,0.228091643,2.162022053,2.309178455,0.027163335,0.551072773,-3.402056066,SPATA31F2P
229022_at,0.404672776,3.909243195,2.308744009,0.027190238,0.551072773,-3.402797852,ZFX
52741_at,0.234602572,4.415250257,2.308725424,0.02719139,0.551072773,-3.402829583,TRMT61A
223361_at,-0.47179756,3.418547352,-2.308694394,0.027193312,0.551072773,-3.402882561,ABRACL
1558953_s_at,-0.515871685,4.498600927,-2.308237676,0.027221623,0.55118904,-3.403662261,CEP164
202557_at,-0.396509953,7.10776163,-2.307960566,0.027238813,0.55118904,-3.404135289,HSPA13
227592_at,0.290416561,3.422246789,2.307951524,0.027239374,0.55118904,-3.404150723,ALDH16A1
230489_at,0.23191643,3.396756827,2.30710591,0.027291893,0.551703398,-3.40559394,CD5
1557260_a_at,-0.372863782,2.710385651,-2.306051371,0.027357514,0.551703398,-3.407393226,ZNF382
230465_at,-0.271002375,1.561610387,-2.305881374,0.027368106,0.551703398,-3.407683228,HS2ST1
210796_x_at,0.277857686,2.656623123,2.30585836,0.027369541,0.551703398,-3.407722487,SIGLEC6
232971_at,-0.29904797,4.530572265,-2.305782339,0.027374279,0.551703398,-3.407852167,RBM15
1568719_s_at,0.314990522,4.633958315,2.305476223,0.027393365,0.551703398,-3.408374324,SLC22A23
223764_x_at,-0.411524346,2.071833254,-2.305374495,0.02739971,0.551703398,-3.408547837,NIPSNAP3B
210746_s_at,0.256010136,1.938700134,2.305223803,0.027409112,0.551703398,-3.408804854,EPB42
220962_s_at,0.279448612,4.678249524,2.305123106,0.027415396,0.551703398,-3.408976595,PADI1
209842_at,0.294395745,6.508855565,2.304881674,0.027430469,0.551703398,-3.409388341,SOX10
201939_at,-0.318433331,2.937536448,-2.304582903,0.027449131,0.551703398,-3.409897834,PLK2
1558015_s_at,-0.513244514,8.030258293,-2.30370095,0.027504288,0.551703398,-3.411401562,ACTR2
1554202_x_at,0.294568252,3.830444807,2.303700949,0.027504288,0.551703398,-3.411401565,CABP4
218306_s_at,-0.554138634,5.678433412,-2.303666712,0.027506432,0.551703398,-3.411459932,HERC1
204789_at,0.373297925,4.484832146,2.303658933,0.027506919,0.551703398,-3.411473192,FMNL1
216603_at,-0.298798839,3.315024249,-2.303384961,0.027524075,0.551703398,-3.411940228,SLC7A8
206733_at,0.301715183,2.084372991,2.303342652,0.027526725,0.551703398,-3.412012348,TULP2
208744_x_at,-0.658155768,7.675671977,-2.303325306,0.027527811,0.551703398,-3.412041916,HSPH1
1555310_a_at,-0.325785286,4.451356103,-2.303318759,0.027528222,0.551703398,-3.412053076,PAK6
1559336_at,-0.188062102,1.655550551,-2.303141179,0.027539348,0.551703398,-3.412355767,LOC101928505
204970_s_at,-0.23171459,4.750157526,-2.302751134,0.027563801,0.551703398,-3.413020558,MAFG
220500_s_at,-0.338155667,5.474389837,-2.302730573,0.027565091,0.551703398,-3.413055599,RABL2A
205371_s_at,-0.202323811,1.857611446,-2.302605118,0.027572961,0.551703398,-3.413269407,DBT
211072_x_at,-0.356496515,7.46674909,-2.302421858,0.02758446,0.551703398,-3.413581715,TUBA1B
204795_at,-0.314533444,4.964234027,-2.302316888,0.027591049,0.551703398,-3.413760593,PRR3
217850_at,-0.414423361,5.726600296,-2.302309919,0.027591486,0.551703398,-3.413772469,GNL3
202795_x_at,0.273910436,6.17543835,2.302217626,0.027597281,0.551703398,-3.413929742,TRIOBP
210301_at,0.282855493,2.102389321,2.302209621,0.027597783,0.551703398,-3.413943382,XDH
210357_s_at,0.356114456,4.062221849,2.301191435,0.02766178,0.552578669,-3.41567813,SMOX
203182_s_at,-0.355521707,6.820702362,-2.300615269,0.027698053,0.552899255,-3.416659548,SRPK2
208105_at,0.318416676,4.035510897,2.299843757,0.027746692,0.553668023,-3.417973447,GIPR
203889_at,-0.600941098,8.896453754,-2.298891021,0.027806862,0.554448186,-3.419595558,SCG5
231870_s_at,-0.51101805,6.441850155,-2.298605051,0.027824945,0.554448186,-3.420082356,NMD3
208029_s_at,-0.469992993,4.307045638,-2.298304394,0.027843969,0.554448186,-3.42059411,LAPTM4B
234971_x_at,0.266778062,7.542690664,2.297970978,0.027865078,0.554448186,-3.421161569,PLCD3
235560_at,-0.398835363,7.806830804,-2.297681457,0.027883421,0.554448186,-3.421654276,NOVA2
203741_s_at,0.373378976,4.302180815,2.297576232,0.02789009,0.554448186,-3.421833338,ADCY7
226821_at,0.344198107,4.781226539,2.297246539,0.027910995,0.554448186,-3.42239434,RIF1
1554076_s_at,-0.222147465,2.554076553,-2.297101273,0.027920211,0.554448186,-3.422641506,TLCD5
208033_s_at,0.389580602,5.066905919,2.296927627,0.02793123,0.554448186,-3.422936945,ZFHX3
217574_at,-0.575541773,4.483887084,-2.296552714,0.027955035,0.554448186,-3.423574766,CDH8
224976_at,0.387681351,6.295819412,2.296473611,0.02796006,0.554448186,-3.42370933,NFIA
212329_at,0.24364406,4.879423736,2.296442314,0.027962049,0.554448186,-3.42376257,SCAP
232239_at,-0.369276536,3.404642884,-2.295920372,0.027995228,0.554448186,-3.424650374,LINC00865
202562_s_at,-0.35017427,5.271722066,-2.295737949,0.028006832,0.554448186,-3.424960638,ERG28
202228_s_at,-0.296542616,7.674163459,-2.295716124,0.028008221,0.554448186,-3.424997756,NPTN
215203_at,0.255211752,4.904492156,2.295700997,0.028009183,0.554448186,-3.425023484,GOLGA4
213865_at,-0.363666455,3.640352493,-2.295585989,0.028016502,0.554448186,-3.425219075,DCBLD2
207827_x_at,-0.366399607,9.697727739,-2.295533835,0.028019822,0.554448186,-3.425307771,SNCA
217076_s_at,0.352693967,2.256356989,2.295401327,0.028028257,0.554448186,-3.425533115,HOXD3
221245_s_at,0.416887849,3.575811089,2.295296365,0.028034941,0.554448186,-3.425711609,FZD5
1556086_at,0.263000927,1.924675169,2.295190317,0.028041695,0.554448186,-3.425891941,HPF1
215849_x_at,0.229134752,3.479309244,2.294836558,0.028064237,0.554448186,-3.426493464,CFAP70
228315_at,-0.426857722,4.491508639,-2.294637467,0.02807693,0.554448186,-3.426831964,ZMAT3
214486_x_at,0.383310168,4.399233737,2.294389403,0.028092753,0.554448186,-3.427253703,CFLAR
204581_at,0.299424685,4.737157497,2.294133466,0.028109086,0.554448186,-3.427688793,CD22
1553873_at,-0.342480581,5.15543582,-2.294098377,0.028111326,0.554448186,-3.427748441,KLHL34
